Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EngagementSurvey,EmpSatisfaction,DaysLateLast30,Absences,BurnRate,MentalFatigueScore,WFHAvailable,ResourceAllocation,SalaryPerLevel,PromotionStagnation,TotalSatisfaction,BurnoutPressureIndex,CareerVelocity,ManagerStability
33,0,2,1069,1,1,3,1,2,0,42,2,2,0,4,2,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,2316.3333333333335,0.16666666666666666,2.5,1.1199999999999999,0.058823529411764705,0.6666666666666666
37,1,2,625,2,1,4,1,1,1,46,2,3,7,3,1,10609,14922,5,0,11,3,3,0,17,2,1,14,1,11,7,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2652.25,0.7333333333333333,2.0,0.9714285714285713,0.07894736842105263,0.4666666666666667
45,0,0,805,1,4,2,1,3,1,57,3,2,2,2,1,4447,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1482.3333333333333,0.0,2.25,1.2000000000000002,0.043478260869565216,0.8
29,0,1,1404,2,20,3,5,3,0,84,3,1,8,4,1,2157,18203,1,0,15,3,2,1,3,5,3,3,1,0,2,4.28,4.0,0.0,14.0,0.27,4.2,1.0,2.0,1078.5,0.0,3.0,1.4,0.03333333333333333,0.5
35,0,2,1219,2,18,3,3,3,0,86,3,2,7,3,1,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,4.28,4.0,0.0,14.0,0.42,5.6,1.0,4.0,1533.6666666666667,0.16666666666666666,2.75,1.1199999999999999,0.05555555555555555,0.0
52,0,2,1053,1,1,2,1,4,1,70,3,4,3,4,1,17099,13829,2,0,15,3,2,1,26,2,2,9,8,7,8,4.3,4.0,0.0,10.0,0.67,7.7,0.0,7.0,3419.8,0.7,3.0,0.9625,0.07547169811320754,0.8
58,1,2,289,1,2,3,5,4,1,51,3,1,6,3,2,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1239.5,0.0,2.75,1.4333333333333331,0.01694915254237288,0.0
53,0,2,1376,2,2,2,3,3,1,45,3,4,3,3,0,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,3.815,4.0,0.0,10.0,0.67,7.7,0.0,7.0,2970.4,0.8333333333333334,3.25,0.9625,0.07407407407407407,0.1111111111111111
30,0,2,231,2,8,2,4,3,1,62,3,3,7,3,0,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,1816.0,0.7777777777777778,2.75,0.9714285714285713,0.0967741935483871,0.7777777777777778
38,0,0,152,2,10,3,5,3,0,85,3,2,7,4,2,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,4.28,4.0,0.0,14.0,0.42,5.6,1.0,4.0,1888.6666666666667,0.16666666666666666,3.0,1.1199999999999999,0.05128205128205128,0.5
35,0,2,882,2,3,4,1,4,1,92,3,3,7,4,0,7823,6812,6,0,13,3,2,1,12,2,3,10,9,0,8,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,1955.75,0.0,3.25,0.9714285714285713,0.08333333333333333,0.7272727272727273
39,0,2,903,2,2,5,1,1,1,41,4,3,7,3,2,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,1970.0,0.0,2.75,0.9714285714285713,0.075,0.7777777777777778
40,1,0,1479,2,24,3,1,2,0,100,4,4,7,2,2,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,4.28,4.0,0.0,14.0,0.67,7.6,0.0,7.0,2638.8,0.0,2.5,0.95,0.0975609756097561,0.0
47,0,1,1379,1,16,4,3,3,1,64,4,2,4,3,0,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1689.0,0.1,3.25,1.2000000000000002,0.041666666666666664,0.35
36,0,0,1229,2,8,4,5,1,1,84,3,2,7,4,0,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1693.0,0.0,3.0,1.2000000000000002,0.05405405405405406,0.875
31,1,0,335,1,9,2,3,3,1,46,2,1,6,1,2,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1160.5,0.25,2.0,1.4333333333333331,0.03125,0.5
33,0,0,722,2,17,3,1,4,1,38,3,4,3,3,2,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,3.815,4.0,0.0,10.0,0.67,7.7,0.0,7.0,3488.8,0.5454545454545454,3.5,0.9625,0.11764705882352941,0.0
29,1,2,906,1,10,3,1,4,0,92,2,1,6,1,2,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1202.0,0.0,2.75,1.4,0.03333333333333333,0.0
33,0,2,461,1,13,1,1,2,0,53,3,1,6,4,2,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1726.0,0.0,2.5,1.4,0.029411764705882353,0.5
45,0,2,974,1,1,4,3,4,0,91,3,1,2,4,0,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1135.0,0.0,3.75,1.4,0.021739130434782608,0.3333333333333333
50,0,2,1126,1,1,2,3,4,1,66,3,4,5,4,0,17399,6615,9,0,22,4,3,1,32,1,2,5,4,1,3,4.3,4.0,0.0,10.0,0.67,7.7,0.0,7.0,3479.8,0.16666666666666666,3.25,0.9625,0.0784313725490196,0.5
33,0,1,827,1,1,4,4,3,0,84,4,2,0,2,1,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1829.3333333333333,0.14285714285714285,2.25,1.1199999999999999,0.058823529411764705,0.2857142857142857
41,0,1,840,1,9,3,3,1,1,64,3,5,5,3,0,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11,4.3,4.0,0.0,10.0,0.84,9.0,0.0,9.0,3236.5,0.0,2.5,0.9,0.11904761904761904,0.5789473684210527
27,0,2,1134,1,16,4,5,3,0,37,3,1,2,2,1,2811,12086,9,0,14,3,2,1,4,2,3,2,2,2,2,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1405.5,0.6666666666666666,2.5,1.4,0.03571428571428571,0.6666666666666666
45,0,0,248,1,23,2,1,4,1,42,3,2,2,1,1,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1211.0,0.0,2.75,1.2000000000000002,0.043478260869565216,0.8
47,0,2,955,2,4,2,1,4,0,83,3,2,7,4,2,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7,4.28,4.0,0.0,14.0,0.42,5.6,1.0,4.0,1387.6666666666667,0.0,3.5,1.1199999999999999,0.041666666666666664,0.7
30,1,2,138,1,22,3,1,1,0,48,3,1,6,3,1,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1066.0,0.0,2.25,1.4,0.03225806451612903,0.16666666666666666
50,0,2,939,1,24,3,1,4,1,95,3,4,4,3,1,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,4.3,4.0,0.0,10.0,0.67,7.7,0.0,7.0,2794.6,0.07692307692307693,3.5,0.9625,0.0784313725490196,0.38461538461538464
38,0,1,1391,1,10,1,3,3,1,66,3,1,6,3,1,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1342.0,0.0,2.5,1.4333333333333331,0.02564102564102564,0.6666666666666666
46,0,2,566,1,7,2,3,4,1,75,3,3,4,3,0,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2711.25,0.0,3.0,0.9714285714285713,0.06382978723404255,0.7777777777777778
24,0,2,1206,1,17,1,3,4,0,41,2,2,4,3,0,4377,24117,1,0,15,3,2,2,5,6,3,4,2,3,2,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1459.0,0.6,3.0,1.1199999999999999,0.08,0.4
35,1,2,622,1,14,4,4,3,1,39,2,1,2,2,0,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1871.5,0.0,2.5,1.4333333333333331,0.027777777777777776,0.4
31,0,1,853,1,1,1,1,3,0,96,3,2,4,1,1,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1382.6666666666667,0.0,2.5,1.1199999999999999,0.0625,0.6
18,0,0,287,1,5,2,1,2,1,73,3,1,6,4,2,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,525.5,0.0,3.25,1.4333333333333331,0.05263157894736842,0.0
54,0,2,1441,1,17,3,5,3,0,56,3,3,4,3,1,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,2684.75,0.0,3.0,0.8999999999999999,0.05454545454545454,0.7272727272727273
35,0,2,583,1,25,4,3,3,0,57,3,3,0,3,0,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,2597.0,0.5882352941176471,2.75,0.8999999999999999,0.08333333333333333,0.058823529411764705
30,0,2,153,1,8,2,1,2,0,73,4,3,5,1,1,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,2854.0,0.1111111111111111,2.0,0.8999999999999999,0.0967741935483871,0.7777777777777778
20,1,2,1097,1,11,3,3,4,0,98,2,1,6,1,2,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1300.0,0.0,2.25,1.4,0.047619047619047616,0.0
30,1,1,109,1,5,3,3,2,0,60,3,1,2,2,2,2422,25725,0,0,17,3,1,0,4,3,3,3,2,1,2,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1211.0,0.25,2.0,1.4,0.03225806451612903,0.5
26,0,2,1066,1,2,2,3,4,1,32,4,2,4,4,1,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1824.0,0.1111111111111111,3.25,1.2000000000000002,0.07407407407407407,0.3333333333333333
22,0,2,217,1,8,1,1,2,1,94,1,1,2,1,1,2451,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1225.5,0.2,1.5,1.4333333333333331,0.043478260869565216,0.2
48,0,2,277,1,6,3,1,1,1,97,2,2,0,3,2,4240,13119,2,0,13,3,4,0,19,0,3,2,2,2,2,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1413.3333333333333,0.6666666666666666,2.75,1.2000000000000002,0.04081632653061224,0.6666666666666666
48,0,2,1355,1,4,4,1,3,1,78,2,3,0,3,2,10999,22245,7,0,14,3,2,0,27,3,3,15,11,4,8,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2749.75,0.25,2.75,0.9714285714285713,0.061224489795918366,0.5
41,0,2,549,1,7,2,3,4,0,42,3,2,4,3,2,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1667.6666666666667,0.6666666666666666,3.0,1.1199999999999999,0.047619047619047616,0.3333333333333333
39,0,2,466,1,1,1,1,4,0,65,2,4,4,4,1,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,4.225,4.0,0.0,10.5,0.67,7.6,0.0,7.0,2548.4,0.5,3.5,0.95,0.1,0.36363636363636365
27,0,2,1055,1,2,4,1,1,0,47,3,2,4,4,1,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1409.0,0.5,2.5,1.1199999999999999,0.07142857142857142,0.5
35,0,2,802,1,10,3,4,2,1,45,3,1,2,4,0,3917,9541,1,0,20,4,1,1,3,4,2,3,2,1,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1958.5,0.25,2.25,1.4333333333333331,0.027777777777777776,0.5
42,0,2,265,2,5,2,2,4,1,90,3,5,3,3,1,18303,7770,6,0,13,3,2,0,21,3,4,1,0,0,0,3.815,4.0,0.0,10.0,0.84,9.0,0.0,9.0,3050.5,0.0,3.25,0.9,0.11627906976744186,0.0
50,0,2,804,1,9,3,1,1,1,64,3,1,2,4,1,2380,20165,4,0,18,3,2,0,8,5,3,1,0,0,0,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1190.0,0.0,2.5,1.4333333333333331,0.0196078431372549,0.0
59,0,2,715,1,2,3,1,3,0,69,2,4,4,4,2,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,4.225,4.0,0.0,10.5,0.67,7.6,0.0,7.0,2745.2,0.6666666666666666,2.75,0.95,0.06666666666666667,0.5
37,1,2,1141,1,11,2,3,1,0,61,1,2,0,2,1,4777,14382,5,0,15,3,1,0,15,2,1,1,0,0,0,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1592.3333333333333,0.0,1.25,1.1199999999999999,0.05263157894736842,0.0
55,0,1,135,1,18,4,3,3,1,62,3,2,0,2,1,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2128.3333333333335,0.6666666666666666,3.0,1.2000000000000002,0.03571428571428571,0.7777777777777778
41,0,0,247,1,7,1,1,2,0,55,1,5,5,3,0,19973,20284,1,0,22,4,2,2,21,3,3,21,16,5,10,4.225,4.0,0.0,10.5,0.86,8.95,0.0,9.0,3328.8333333333335,0.22727272727272727,2.5,0.895,0.11904761904761904,0.45454545454545453
38,0,2,1035,2,3,4,1,2,1,42,3,2,7,4,2,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2287.0,0.0,3.0,1.2000000000000002,0.05128205128205128,0.0
26,1,0,265,2,29,2,3,2,1,79,1,2,7,1,2,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1656.3333333333333,0.6666666666666666,2.5,1.2000000000000002,0.07407407407407407,0.6666666666666666
52,1,2,266,2,2,1,2,1,0,57,1,5,3,4,1,19845,25846,1,0,15,3,4,1,33,3,3,32,14,6,9,4.28,4.0,0.0,14.0,0.86,8.95,0.0,9.0,3307.5,0.18181818181818182,3.0,0.895,0.09433962264150944,0.2727272727272727
44,0,2,1448,2,28,3,3,4,0,53,4,4,7,4,1,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,4.28,4.0,0.0,14.0,0.67,7.6,0.0,7.0,2664.0,0.8461538461538461,3.5,0.95,0.08888888888888889,0.8461538461538461
50,0,0,145,2,1,3,1,4,0,95,3,2,7,3,1,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,4.28,4.0,0.0,14.0,0.42,5.6,1.0,4.0,2115.6666666666665,0.0,2.75,1.1199999999999999,0.0392156862745098,0.6842105263157895
36,1,2,885,1,16,4,1,3,0,43,4,1,2,1,2,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1371.5,0.8333333333333334,2.5,1.4,0.02702702702702703,0.7777777777777778
39,0,1,945,1,22,3,3,4,0,82,3,3,4,1,2,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,2720.0,0.09090909090909091,2.75,0.8999999999999999,0.075,0.36363636363636365
33,0,0,1038,2,8,1,1,2,0,88,2,1,8,4,2,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,4.28,4.0,0.0,14.0,0.27,4.2,1.0,2.0,1171.0,0.6666666666666666,3.0,1.4,0.029411764705882353,0.6666666666666666
45,0,2,1234,2,11,2,1,4,0,90,3,4,3,4,1,17650,5404,3,0,13,3,2,1,26,4,4,9,3,1,1,4.28,4.0,0.0,14.0,0.67,7.6,0.0,7.0,3530.0,0.1,3.5,0.95,0.08695652173913043,0.1
32,0,0,1109,1,29,4,3,4,0,69,3,1,2,3,2,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,2012.5,0.7777777777777778,3.0,1.4,0.030303030303030304,0.7777777777777778
34,0,2,216,2,1,4,2,2,1,75,4,2,7,4,0,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,3241.6666666666665,0.0,3.0,1.2000000000000002,0.05714285714285714,0.5625
59,0,2,1089,2,1,2,5,2,1,66,3,3,3,4,1,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2976.0,0.0,2.5,0.9714285714285713,0.05,0.5714285714285714
45,0,2,788,0,24,4,3,2,1,36,3,1,1,2,2,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,4.1,4.0,0.0,9.0,0.28,4.3,1.0,2.0,1088.5,0.0,2.0,1.4333333333333331,0.021739130434782608,0.5714285714285714
53,0,1,124,2,2,3,2,3,0,38,2,3,7,2,1,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,4.28,4.0,0.0,14.0,0.5,6.3,1.0,6.0,1881.25,0.375,2.25,0.8999999999999999,0.05555555555555555,0.75
36,1,2,660,1,15,3,4,1,1,81,3,2,2,3,0,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1611.3333333333333,0.0,2.0,1.2000000000000002,0.05405405405405406,0.0
26,1,1,342,1,2,3,1,1,1,57,3,1,6,1,1,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1021.0,0.25,1.75,1.4333333333333331,0.037037037037037035,0.5
34,0,2,1333,2,10,4,1,3,0,87,3,1,8,3,1,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,4.28,4.0,0.0,14.0,0.27,4.2,1.0,2.0,1110.0,0.0,3.25,1.4,0.02857142857142857,0.0
28,0,2,1144,2,10,1,3,4,1,74,3,1,8,2,1,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,3.815,4.0,0.0,10.0,0.28,4.3,1.0,2.0,526.0,0.0,2.75,1.4333333333333331,0.034482758620689655,0.0
38,0,1,1186,1,3,4,4,3,1,44,3,1,6,3,1,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1410.5,0.6666666666666666,2.5,1.4333333333333331,0.02564102564102564,0.6666666666666666
50,0,2,1464,1,2,4,3,2,1,62,3,5,5,3,1,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,4.3,4.0,0.0,10.0,0.84,9.0,0.0,9.0,3206.1666666666665,0.7777777777777778,2.75,0.9,0.09803921568627451,0.7777777777777778
37,0,2,124,1,3,3,4,4,0,35,3,2,0,2,2,4107,13848,3,0,15,3,1,0,8,3,2,4,3,0,1,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1369.0,0.0,2.25,1.1199999999999999,0.05263157894736842,0.2
40,0,2,300,2,26,3,2,3,1,74,3,2,7,1,1,8396,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2798.6666666666665,0.875,2.0,1.2000000000000002,0.04878048780487805,0.625
26,0,1,921,1,1,1,3,1,0,66,2,1,6,3,0,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1003.5,0.16666666666666666,2.5,1.4,0.037037037037037035,0.5
46,0,2,430,1,1,4,3,4,1,40,3,5,5,4,0,19627,21445,9,0,17,3,4,2,23,0,3,2,2,2,2,4.3,4.0,0.0,10.0,0.84,9.0,0.0,9.0,3271.1666666666665,0.6666666666666666,3.75,0.9,0.10638297872340426,0.6666666666666666
54,0,2,1082,2,2,4,1,3,0,41,2,3,7,3,1,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0,4.28,4.0,0.0,14.0,0.5,6.3,1.0,6.0,2671.5,0.7,2.75,0.8999999999999999,0.05454545454545454,0.0
56,0,1,1240,1,9,3,3,1,0,63,3,1,6,3,1,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1471.0,0.0,2.25,1.4,0.017543859649122806,0.5
36,0,2,796,1,12,5,3,4,0,51,2,3,4,4,2,8858,15669,0,0,11,3,2,0,15,2,2,14,8,7,8,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,2214.5,0.4666666666666667,3.0,0.8999999999999999,0.08108108108108109,0.5333333333333333
55,0,0,444,1,2,1,3,3,1,40,2,4,3,1,2,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,4.3,4.0,0.0,10.0,0.67,7.7,0.0,7.0,3351.2,0.6,2.5,0.9625,0.07142857142857142,0.2
43,0,2,415,2,25,3,3,3,1,79,2,3,7,4,0,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2699.5,0.0,3.25,0.9714285714285713,0.06818181818181818,0.0
20,1,1,769,2,9,3,2,4,0,54,3,1,8,4,2,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,4.28,4.0,0.0,14.0,0.27,4.2,1.0,2.0,1161.5,0.0,3.25,1.4,0.047619047619047616,0.6666666666666666
21,1,2,1334,1,10,3,1,3,0,36,2,1,2,1,2,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,708.0,0.5,1.75,1.4,0.045454545454545456,0.0
46,0,2,1003,1,8,4,1,4,0,74,2,2,6,1,0,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1538.3333333333333,0.058823529411764705,2.25,1.1199999999999999,0.0425531914893617,0.4117647058823529
51,1,2,1323,1,4,4,1,1,1,34,3,1,6,3,1,2461,10332,9,1,12,3,3,3,18,2,4,10,0,2,7,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1230.5,0.18181818181818182,2.75,1.4333333333333331,0.019230769230769232,0.6363636363636364
28,1,0,1366,1,24,2,5,2,1,72,2,3,0,1,2,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2180.5,0.09090909090909091,1.5,0.9714285714285713,0.10344827586206896,0.8181818181818182
26,0,2,192,1,1,2,3,1,1,59,2,1,2,1,1,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1977.5,0.16666666666666666,1.5,1.4333333333333331,0.037037037037037035,0.5
30,0,2,1176,1,20,3,4,3,1,85,3,2,4,1,1,9957,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,3319.0,0.0,2.25,1.2000000000000002,0.06451612903225806,0.2857142857142857
41,0,2,509,1,7,2,5,2,0,43,4,1,6,3,1,3376,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1688.0,0.0,2.75,1.4,0.023809523809523808,0.7272727272727273
38,0,2,330,1,17,1,1,3,0,65,2,3,0,3,1,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,2205.75,0.05,2.25,0.8999999999999999,0.07692307692307693,0.45
40,0,2,1492,1,20,4,5,1,1,61,3,3,0,4,1,10322,26542,4,0,20,4,4,1,14,6,3,11,10,11,1,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2580.5,0.9166666666666666,3.0,0.9714285714285713,0.07317073170731707,0.08333333333333333
27,0,0,1277,1,8,5,1,1,1,87,1,1,2,3,1,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,2310.5,0.25,2.75,1.4333333333333331,0.03571428571428571,0.5
55,0,1,1091,1,2,1,1,4,1,65,3,3,4,2,1,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2744.0,0.25,2.75,0.9714285714285713,0.05357142857142857,0.5
28,0,2,857,1,10,3,4,3,0,59,3,2,6,3,2,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1220.0,0.1111111111111111,3.5,1.1199999999999999,0.06896551724137931,0.7777777777777778
44,1,2,1376,0,1,2,3,2,1,91,2,3,1,1,1,10482,2326,9,0,14,3,4,1,24,1,3,20,6,3,6,4.1,4.0,0.0,9.0,0.56,6.8,0.0,6.0,2620.5,0.14285714285714285,2.5,0.9714285714285713,0.06666666666666667,0.2857142857142857
33,0,2,654,1,5,3,1,4,1,34,2,3,0,4,0,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,1779.75,0.25,3.5,0.9714285714285713,0.08823529411764706,0.5
35,1,2,1204,2,4,3,5,4,1,86,3,3,7,1,2,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2395.5,0.4444444444444444,2.25,0.9714285714285713,0.08333333333333333,0.7777777777777778
33,1,1,827,1,29,4,3,1,0,54,2,2,6,3,2,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1502.6666666666667,0.21428571428571427,2.25,1.1199999999999999,0.058823529411764705,0.5714285714285714
28,0,2,895,1,15,2,1,1,1,50,3,1,2,3,0,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1103.5,0.4,2.5,1.4333333333333331,0.034482758620689655,0.4
34,0,1,618,1,3,1,1,1,1,45,3,2,0,4,2,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2585.3333333333335,0.0,2.5,1.2000000000000002,0.05714285714285714,0.5714285714285714
